"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Philippines","PHL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.59","19.45","18.03","19.12","19.28","17.93","18.6","19.11","22.14","26.04","27.49","25.95","25.1","24.33","25.78","24.16","26.01","24.57","24.74","24.49","22.17","22.31","22.14","20.17","20","19.63","18.69","16.74","16.45","16.48","17.35","16.05","16.05","","",
"Palau","PLW","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.13","0.13","0.15","0.16","0.16","0.17","0.21","0.2","0.21","0.23","0.23","0.18","0.22","0.23","0.22","0.27","0.28","0.34","0.42","0.5","0.63","0.79","0.96","1.23","1.36","1.53","1.26","1.55","1.78","1.9","2.62","3.38","",
"Pre-demographic dividend","PRE","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25206721782326","2.32732323427638","2.00879366161823","1.96647382527464","1.87118698061911","1.99174246627526","1.94286274339318","1.81739941877948","2.196311291246","2.28556182364036","2.30791207451848","2.42568331834646","2.51881790275878","2.45226100166637","2.67031695815066","2.87324376854374","2.87132750728116","2.96951543230586","2.75378469238773","2.83307714088675","2.81482613340646","2.69620366027709","2.7012846574482","2.75630424416103","3.11735684903225","3.53814486858521","3.43006968855112","3.45449442766645","3.67512927674779","3.69458898841832","3.74891089625382","3.57430294253414","3.62892707485506","","",
"Puerto Rico","PRI","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.04","4.07","4.41","4.49","5.09","5.55","5.56","5","5.1","4.81","4.45","4.47","4.67","5.03","5.24","5.29","5.04","6.24","6","5.55","6.13","8.03","8.37","10.73","9.33","9.04","10.49","5.18","6.08","4.78","5.82","8.55","8.5","","",
"Portugal","PRT","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.77","4.68","2.3","4.22","5.27","3.82","6.65","5.65","5.23","2.96","4.38","5.4","3.12","5.95","3.94","2.45","5.17","5.63","5.22","6.49","10.32","9","7.47","11.67","12.75","9.46","12.57","8.49","11.55","10.77","12.62","13.04","11.28","14.92","",
"Paraguay","PRY","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.99","79.47","73.79","82.28","87.25","92.27","96.02","100","100","100","100","99.29","100","100","100","100","100","100","100","100","95.79","100","100","100","91.06","84.11","81.8","72.52","70.07","59.03","57.15","47.71","53.41","","",
"West Bank and Gaza","PSE","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0235025010959","13.4763509383259","13.5555063160308","13.9760916632347","14.0781425771667","14.3624527998518","14.4600014902816","14.2081582920376","14.4188377350644","14.550481067189","14.4804819879642","14.5386527926121","14.4681349463956","14.0186142619993","14.320604685663","14.4444952603624","14.5837979249327","14.16384369096","14.5135647990644","15.1084148307112","14.9631540293339","14.488784048658","14.1178113979567","14.2872572475381","14.6925452459058","14.8189190714413","14.9439703449475","15.0371263363106","15.2226698910398","15.5020897582744","16.3091833880226","16.0567794789856","15.7780878719196","","",
"French Polynesia","PYF","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.12","","",
"Romania","ROU","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.58","2.46","2.18","2.4","2.6","3.08","3.59","6.49","7.32","8.09","7.44","7.34","7.43","6.13","7.44","8.31","7.68","8.57","11.2","12.71","13.71","12.52","12.28","14.99","17.05","16.64","16.61","15.33","15.61","15.3","15.79","15.15","15.51","","",
"Russian Federation","RUS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.18","5.29","5.83","6.17","6.23","6.49","6.66","6.99","7.05","7.54","7.84","8.16","8.24","8.24","8.27","8.35","8.41","8.58","8.34","9.02","8.58","8.4","8.46","8.66","8.88","9.52","9.48","9.55","9.19","9.74","10.26","9.43","9.45","","",
"Rwanda","RWA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24","0.25","0.28","0.27","0.26","0.23","0.21","0.17","0.27","0.26","0.27","0.23","0.25","0.3","0.21","0.27","0.33","0.32","0.4","0.39","0.27","0.35","0.41","0.32","0.45","0.63","0.67","0.59","0.63","0.79","1","0.99","0.97","","",
"South Asia","SAS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79760530589878","2.71223399722084","2.69615432859759","2.50683634329413","2.76433525338279","2.56270625850108","2.40483151649085","2.50305251356801","2.70958486715589","2.56146698155049","2.60937634470579","2.73949184746279","2.62393585270164","2.75693501652107","2.75967129552266","3.00838073513265","3.16196254303989","3.03309438235094","2.67101962146438","2.67587935313948","3.01780449185548","3.36052183575244","3.12073769379454","3.41640234300151","3.28373832679408","3.19782692727296","3.38101983013276","3.45398124467605","3.60764583677022","4.18174325223213","4.19975380354188","4.43332497484331","4.72321371329862","","",
"Saudi Arabia","SAU","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.03","0.04","0.09","","",
"Sudan","SDN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.77","0.84","0.88","0.91","0.81","0.7","0.75","0.72","0.71","0.74","0.75","0.77","0.73","0.68","0.65","0.71","0.72","0.8","0.79","1.67","3.39","3.29","3.95","3.99","4.15","3.9","3.74","4.25","4.31","4.43","4.79","4.6","4.99","","",
"Senegal","SEN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.18","0.5","0.62","1.1","1.62","1.53","","",
"Singapore","SGP","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0.02","0.04","0.04","0.06","0.1","0.13","0.18","0.22","","",
"Solomon Islands","SLB","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.33","17.48","16.16","15.33","15.02","15.1","16.59","15.21","14.29","17.56","24.33","27.45","27.29","27.01","26.23","27.08","27.86","32.05","34.98","34.53","35.24","35.37","34.48","36.9","37.34","34.7","34.57","36.02","34.57","31.51","38.18","35.19","34.15","","",
"San Marino","SMR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","4.97","5.17","5.33","6.4","6.26","6.05","5.22","5.16","7.67","6.24","5.77","5.43","4.54","5.06","6.13","5.24","4.93","4.92","6","6.57","4.63","5.52","5.91","7.17","5.92","6.12","5.11","6.08","5.86","5.48","6.62","5.09","","",
"Sub-Saharan Africa (excluding high income)","SSA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4938996438632","2.63336138095292","2.54703018010309","2.23785106019177","2.41857123584948","2.5654674461083","2.55048944883746","2.57426835382284","2.71535880942468","2.68678496514227","2.87621338513793","2.81236016767334","2.99223544345879","2.83189043973301","2.97786422269096","2.83977921031481","2.75785061831888","2.73841392664658","2.79787897180768","2.85116931531218","2.88703772036842","2.93970107812875","2.90361777879209","3.05589463415528","3.29335405465385","3.5337249371156","3.62576380657268","3.74396824125629","3.89263115025787","3.94256167873326","3.90636447052492","4.00496729138267","4.03572886790072","","",
"South Sudan","SSD","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","0.02","0.02","0.02","0.02","0.03","0.11","0.12","0.12","0.18","0.4","","",
"Sub-Saharan Africa","SSF","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4938996438632","2.63336138095292","2.54703018010309","2.23785106019177","2.41857123584948","2.5654674461083","2.55048944883746","2.57426835382284","2.71535880942468","2.68678496514227","2.87621338513793","2.81236016767334","2.99223544345879","2.83189043973301","2.97786422269096","2.83977921031481","2.75785061831888","2.73841392664658","2.79787897180768","2.85116931531219","2.88703772036842","2.93970107812875","2.90361777879209","3.05589463415528","3.29335405465385","3.5337249371156","3.62576380657268","3.74396824125629","3.89263115025787","3.94256167873326","3.90636447052493","4.00496729138267","4.03572886790072","","",
"Small states","SST","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.85402467610615","6.60196255652148","7.09091641738724","7.73639011016566","7.42381635508047","7.82034103060471","7.94552578977752","7.66073729131504","8.28268046739341","9.52628616043637","10.6969689927907","10.1835523279302","10.5207991509647","9.9198558774468","9.59982096101428","9.45682865365313","11.0793467884164","12.3541396506951","13.8742334320967","15.6389314673436","15.1884459220934","15.4451671040128","15.8182352293813","15.9156168168566","15.6738741358041","15.241381247481","14.026106798251","14.4109912558229","15.8411301319057","15.2372442625556","15.3299528321568","15.2138576575774","15.083505875115","","",
"Sao Tome and Principe","STP","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6","13.98","19.23","16.32","14.22","10.75","14.3","16.71","18.27","18.16","14","9.59","9.02","7.39","4.75","4.51","6.7","8.38","9.51","7.9","8.2","8.22","7.37","","",
"Slovak Republic","SVK","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.46","16.56","16.83","18.53","20.97","19.12","18.22","17.87","19","21.54","26.46","26.56","27.68","26.88","26.43","26.98","27.56","24.87","25.96","24.54","23.31","24.63","25.78","26.22","27.62","25.81","25.25","24.45","24.09","26.21","27.38","25.48","27.32","30.38","",
"Slovenia","SVN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.53","28.8","25.76","23.88","26.54","25.13","24.14","23.94","24.97","24.03","24.13","24.5","24.89","22.87","24.48","24.38","23.47","23.35","24.86","26.63","25.72","26.64","25.72","26.54","33.46","28.03","28.29","28.9","28.31","28.71","33.09","29.51","28.21","32.82","",
"Sweden","SWE","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.86","52.25","49.32","48.22","48.6","47.87","46.25","48.3","50.36","50.51","45.87","50.91","45.63","44.18","48.6","49.35","45.99","47.08","46.45","43.54","42.07","44.84","48.69","48.05","49.12","51.43","48.97","50.01","49.81","51.12","49.56","48.8","50.86","49.2","",
"Eswatini","SWZ","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.29","1.79","1.86","1.99","1.79","1.87","2.03","1.8","1.77","1.63","1","1.04","0.96","1.16","1.21","1.45","1.5","1.39","2.17","2.25","3.09","2.11","1.87","2.28","1.76","0.9","0.87","1.56","1.99","1.63","2.02","2.51","2.99","","",
"Sint Maarten (Dutch part)","SXM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.24","2.02","2.08","2.04","1.92","1.78","1.72","1.61","1.5","1.52","1.8","1.85","1.28","1.43","2.08","1.79","1.57","1.32","1.07","0.75","1.03","1.25","1.59","2.13","1.61","0.33","0.78","0.57","0.6","0.58","0.62","0.66","0.72","","",
"Turks and Caicos Islands","TCA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.02","0.02","0.02","0.02","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.84155200898918","1.87395392275867","1.88145267253936","1.96038339395261","2.45249624979888","2.51805198357847","2.51831417787622","2.59943019693421","2.80145039766075","2.90483183875212","3.33114985238762","3.67028282589792","3.66701450922839","3.53921969388059","3.61616774419544","3.54061029947918","3.53524592159412","3.62866315443403","4.13079587920456","4.1832952930377","4.22818803690711","4.24589911219888","4.85858461397938","5.26099552031444","5.83199412252017","6.39998362821481","7.17168386320045","7.70942036149057","8.13494123500158","8.53312565743941","8.9790982326121","9.36420254145274","9.7629886027264","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.78728270235304","4.95370329969126","5.36070530151858","5.86879842155773","6.08142832138216","6.33141786016265","6.83445799678106","7.12151477151129","7.21767192822934","7.48472001792621","7.65668279190155","7.82060114442385","7.94252640891061","7.81633648250068","8.00771187501513","8.16856231975217","8.06024556626233","7.93778911400281","7.82185477681123","8.45804393554328","8.38253274442707","8.07939491672356","8.24498665783696","8.467100161741","8.87984938620514","9.62451814961043","9.52146044302627","9.53347159181039","9.43220368361857","9.99331074651453","10.3091730118349","9.84375610915954","9.77840208143936","","",
"Togo","TGO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.64","1.28","0.84","1.5","0.85","1.4","0.93","0.46","0.8","0.42","0.41","0.2","0.34","0.46","0.3","0.27","0.33","0.32","0.3","0.3","0.26","0.29","0.24","0.1","0.33","0.16","0.53","0.29","0.52","0.31","0.19","0.31","0.38","","",
"Thailand","THA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01","0.86","0.75","0.62","0.68","0.93","0.91","0.88","0.67","0.43","0.72","0.73","0.78","0.7","0.54","0.5","0.69","0.67","0.57","0.58","0.41","0.61","0.64","0.45","0.45","0.42","0.46","0.65","0.88","0.94","0.84","0.88","0.97","","",
"Tajikistan","TJK","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.73","27.81","33.05","45.37","57.68","56.41","59.34","55.07","54.05","59.26","56.13","57.6","61.29","64.79","59.92","62.35","59.52","57.06","55.37","64.12","64.81","63.84","61.49","61.94","54.14","53.06","49.39","49.31","48.87","46.65","42.56","43.76","44.84","","",
"Turkmenistan","TKM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.51060657907183","9.75562716832824","9.77869058800497","10.2802008547326","9.97440118191333","10.5745952945315","10.4703381209575","10.5608423219091","10.2367343333045","10.1278989422053","10.5588760242102","10.5379392317525","10.3566473947389","10.4853349654378","10.4512661439832","10.5780290171225","10.7549332779505","10.6710363829875","10.3887863861512","10.7710532692008","10.1227727961845","10.5443967248535","10.0330185380727","9.58936819649516","9.36973697893326","9.62970010504631","10.1731339546954","10.4136775325408","11.2019338786744","11.0596971638941","11.9536165421686","11.4930588451272","12.468080551867","","",
"Timor-Leste","TLS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.09808365070073","1.03501514349894","1.03644972592672","0.989662453697942","0.865489492164929","0.830999116167687","0.893099290537199","0.820293778353954","0.831096136532867","0.769300720367354","0.719721219831652","0.758907492102247","0.743333510137003","0.861576615704308","0.820300072286726","1.00054017028818","1.00862152883433","1.0022468936412","0.615750083472827","0.632537475833609","0.758851065247537","0.778730562544946","0.858764360959253","1.09267931781426","0.970165039396992","0.903865309007552","1.14673717741934","1.09540298317325","1.20479832986818","1.5209273684485","1.3951804048046","1.1441506256165","1.2920201581447","","",
"Tonga","TON","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79760530589878","2.71223399722084","2.69615432859759","2.50683634329413","2.76433525338279","2.56270625850108","2.40483151649085","2.50305251356801","2.70958486715589","2.56146698155049","2.60937634470579","2.73949184746279","2.62393585270164","2.75693501652107","2.75967129552266","3.00838073513265","3.16196254303989","3.03309438235094","2.67101962146438","2.67587935313947","3.01780449185548","3.36052183575244","3.12073769379454","3.41640234300151","3.28373832679408","3.19782692727296","3.38101983013276","3.45398124467605","3.60764583677022","4.18174325223213","4.19975380354188","4.43332497484331","4.72321371329862","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4938996438632","2.63336138095292","2.54703018010309","2.23785106019177","2.41857123584948","2.5654674461083","2.55048944883746","2.57426835382284","2.71535880942468","2.68678496514227","2.87621338513793","2.81236016767334","2.99223544345879","2.83189043973301","2.97786422269096","2.83977921031481","2.75785061831888","2.73841392664658","2.79787897180768","2.85116931531218","2.88703772036842","2.93970107812875","2.90361777879209","3.05589463415528","3.29335405465385","3.5337249371156","3.62576380657268","3.74396824125629","3.89263115025787","3.94256167873326","3.90636447052493","4.00496729138267","4.03572886790072","","",
"Trinidad and Tobago","TTO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Tunisia","TUN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08","0.19","0.11","0.1","0.06","0.06","0.09","0.06","0.09","0.11","0.1","0.09","0.1","0.21","0.2","0.19","0.13","0.09","0.06","0.17","0.42","0.46","0.61","0.73","0.88","0.87","0.9","0.87","0.93","1.07","1.12","1.06","1.05","","",
"Turkiye","TUR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.77","4.8","5.29","6.17","5.82","6.09","6.29","6.03","6.35","5.6","4.75","4.47","5.46","5.42","6.49","5.75","5.62","4.61","4.6","5.4","6.76","6.79","7.24","8.09","7.29","9.83","10.58","10.34","11.94","14.53","14.86","13.44","14.83","15.06","",
"Tuvalu","TUV","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72","1.87","1.75","1.68","1.24","1.2","1.35","1.11","1.49","1.46","1.36","1.62","1.6","1.44","1.09","0.92","0.71","1.25","1.29","1.25","1.23","0.86","0.76","0.7","1.07","0.84","0.92","0.9","0.84","0.88","1.1","1.05","0.93","","",
"Uganda","UGA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.94","0.98","1.01","1.12","1.14","1.14","1.18","1.23","1.22","1.31","1.44","1.39","1.45","1.47","1.54","1.44","0.89","1.03","1.15","0.93","0.95","0.93","1.42","1.57","1.5","1.52","1.56","1.6","1.64","1.82","1.71","1.85","1.93","","",
"Ukraine","UKR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.23","8.16","9.06","10.56","11.45","11.75","14.32","15.01","15.44","14.81","15.79","15.57","15.6","15.63","16.69","17.15","18.17","18.05","18.24","19.92","18.53","19.45","20.08","19.92","22.76","25.4","24.05","26.13","24.85","25.47","24.82","27.4","28.72","","",
"Upper middle income","UMC","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.70264884200462","3.80507531369059","3.86495133323207","4.05034197059804","4.26514793063054","4.41023438798154","4.58646109614977","4.63941953841401","4.71938809010094","4.64306482133625","4.90210748793886","5.03433858751999","5.09004635999153","4.97502560866276","4.96383480412411","4.90161820105926","4.85081276059364","4.83597879304625","5.02028069891381","5.08524305663192","5.12589022820294","5.10991065654394","5.44253058207781","5.70910010359966","6.05767463876098","6.57511331146178","7.22402700227076","7.59560594145999","8.03829789823778","8.41612517974076","8.77129987462535","8.96344614149238","9.32741600492339","","",
"Uruguay","URY","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.79","21.53","25.25","24.96","26.73","19.59","17.49","19.36","26.55","14.6","19.57","29.02","32.39","28.84","14.15","19.08","9.35","21.23","9.2","10.56","17.9","12.83","10.13","15.57","19.04","17.77","18.02","19.39","18.99","21.82","16.57","16.54","17.11","","",
"United States","USA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","10.81","10.58","10.43","10.55","10.96","10.93","10.12","10.48","10.9","10.77","10.66","10.79","10.62","10.69","10.62","10.9","10.82","11.2","11.84","11.74","12.04","11.97","12.13","12.16","12.33","12.85","13.21","13.04","13.15","14.31","13.65","13.73","13.96","",
"Uzbekistan","UZB","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.21","1.08","1.2","1.35","1.33","1.35","1.38","1.2","1.15","1.35","0.66","0.8","1.07","1.5","1.13","1.75","0.89","0.91","0.85","1.34","1.56","1.06","1.41","1.22","1.39","1.64","1.56","1.71","1.23","1.31","0.95","0.86","1.23","","",
